complete_address,address,label
"33/00 Bath Street, Above Shop, Surat, Gujarat - 093950","33/00 Bath Above Shop, Gujarat",1
"23/61 Kalla Road, Behind School, Bhubaneswar, Odisha - 385145","23/61 Kalla Road, Behind School, Bhubaneswar, Odisha - 385145",0
"H.No. 847, Dhar Zila, Near Park, Aurangabad, Maharashtra - 278690","847, Dhar Zila, Near Park,",1
"H.No. 932, Divan, Near Park, Raipur, Chhattisgarh - 585748","932, Near Raipur, Chhattisgarh -",1
"H.No. 940, Palla Nagar, Opposite Mall, Coimbatore, Tamil Nadu - 271424","H.No. 940, Palla Nagar, Opposite Mall, Coimbatore, Tamil Nadu - 271424",0
"H.No. 34 Kant Road, Opposite Mall, Srinagar, Jammu & Kashmir - 638266","H.No. 34 Kant Road, Opposite Mall, Srinagar, Jammu & Kashmir - 638266",0
"H.No. 39, Sabharwal Nagar, Near Park, Shimla, Himachal Pradesh - 740295","H.No. 39, Sabharwal Nagar, Near Park, Shimla, Himachal Pradesh - 740295",0
"H.No. 236 Chandran Circle, Above Shop, Ludhiana, Punjab - 117779","H.No. 236 Chandran Circle, Above Shop, Ludhiana, Punjab - 117779",0
"H.No. 673, Luthra, Near Park, Raipur, Chhattisgarh - 024094","H.No. 673, Luthra, Near Park, Raipur, Chhattisgarh - 024094",0
"55 Apte Chowk, Behind School, Mumbai, Maharashtra - 616261","55 Apte Chowk, Behind School, Mumbai, Maharashtra - 616261",0
"884, Sahni Ganj, Above Shop, Ranchi, Jharkhand - 150773","884, Sahni Ganj, Above Shop, Ranchi, Jharkhand - 150773",0
"69, Solanki Nagar, Behind School, Patna, Bihar - 069043",Solanki Behind Bihar - 069043,1
"49 Gupta, Above Shop, Meerut, Uttar Pradesh - 436378","49 Gupta, Above Shop, Meerut, Uttar Pradesh - 436378",0
"57, Kaur Road, Near Park, Vizag, Andhra Pradesh - 389206","57, Kaur Road, Near Park, Vizag, Andhra Pradesh - 389206",0
"H.No. 035 Chadha Circle, Behind School, Pune, Maharashtra - 148192","H.No. 035 Behind School, 148192",1
"03/11 Aggarwal Zila, Above Shop, Ranchi, Jharkhand - 026399","03/11 Aggarwal Zila, Above Shop, Ranchi, Jharkhand - 026399",0
"250 Verma Circle, Near Park, Hyderabad, Telangana - 810176","250 Verma Circle, Near Park, Hyderabad, Telangana - 810176",0
"15/97, Magar, Opposite Mall, Indore, Madhya Pradesh - 535025","15/97, Magar, Opposite Mall, Indore, Madhya Pradesh - 535025",0
"84/977, Bhavsar Chowk, Above Shop, Ahmedabad, Gujarat - 354815","84/977, Bhavsar Chowk, Above Shop, Ahmedabad, Gujarat - 354815",0
"H.No. 188, Mannan Street, Above Shop, Kochi, Kerala - 366059","H.No. 188, Mannan Street, Above Shop, Kochi, Kerala - 366059",0
"75/70 Pradhan Circle, Above Shop, Ludhiana, Punjab - 686433","75/70 Pradhan Circle, Above Shop, Ludhiana, Punjab - 686433",0
"H.No. 86 Kala Chowk, Above Shop, Raipur, Chhattisgarh - 313553","H.No. 86 Kala Chowk, Above Shop, Raipur, Chhattisgarh - 313553",0
"99/924 Dutta Ganj, Above Shop, Bangalore, Karnataka - 393706","99/924 Dutta Ganj, Above Shop, Bangalore, Karnataka - 393706",0
"40/92, Bakshi Road, Near Park, Surat, Gujarat - 067883","40/92, Bakshi Road, Near Park, Surat, Gujarat - 067883",0
"683 Das Zila, Opposite Mall, Bangalore, Karnataka - 619484","683 Das Zila, Opposite Mall, Bangalore, Karnataka - 619484",0
"87/050 Arora Zila, Near Park, Dehradun, Uttarakhand - 593935","87/050 Arora Zila, Near Park, Dehradun, Uttarakhand - 593935",0
"85 Peri Circle, Opposite Mall, Srinagar, Jammu & Kashmir - 877859","Circle, Mall, Srinagar, Jammu Kashmir -",1
"44/166 Chandran, Near Park, Jamshedpur, Jharkhand - 686445","44/166 Near Jamshedpur, Jharkhand",1
"44/597 Gara Chowk, Behind School, Vizag, Andhra Pradesh - 805324","44/597 Gara Chowk, Behind School, Vizag, Andhra Pradesh - 805324",0
"34, Goyal, Opposite Mall, Coimbatore, Tamil Nadu - 054075","34, Goyal, Opposite Mall, Coimbatore, Tamil Nadu - 054075",0
"H.No. 322, Kaul, Near Park, Ludhiana, Punjab - 201130","H.No. 322, Kaul, Near Park, Ludhiana, Punjab - 201130",0
"H.No. 595 Bava Marg, Behind School, Jamshedpur, Jharkhand - 300537","H.No. 595 Bava Marg, Behind School, Jamshedpur, Jharkhand - 300537",0
"H.No. 29, Khosla Marg, Near Park, Meerut, Uttar Pradesh - 709178","H.No. 29, Khosla Marg, Near Park, Meerut, Uttar Pradesh - 709178",0
"H.No. 20, Agarwal Path, Opposite Mall, Shimla, Himachal Pradesh - 778758","H.No. 20, Agarwal Path, Opposite Mall, Shimla, Himachal Pradesh - 778758",0
"17/51 Barman Chowk, Opposite Mall, Amritsar, Punjab - 300569","17/51 Barman Chowk, Opposite Mall, Amritsar, Punjab - 300569",0
"H.No. 243 Dugar Zila, Near Park, Thiruvananthapuram, Kerala - 777336","H.No. 243 Dugar Zila, Near Park, Thiruvananthapuram, Kerala - 777336",0
"43, Chaudhuri, Above Shop, Kolkata, West Bengal - 820816","43, Chaudhuri, Above Shop, Kolkata, West Bengal - 820816",0
"85/903, Gara Ganj, Opposite Mall, Nashik, Maharashtra - 992136","85/903, Gara Ganj, Opposite Mall, Nashik, Maharashtra - 992136",0
"83/228, Dua Path, Near Park, Jamshedpur, Jharkhand - 590187","83/228, Dua Path, Near Park, Jamshedpur, Jharkhand - 590187",0
"711, Banerjee Marg, Near Park, Patna, Bihar - 076172","711, Banerjee Marg, Near Park, Patna, Bihar - 076172",0
"923, Vaidya Circle, Opposite Mall, Bhopal, Madhya Pradesh - 053898","Vaidya Circle, Mall, - 053898",1
"981, Nazareth Nagar, Near Park, Surat, Gujarat - 807310","981, Nazareth Nagar, Near Park, Surat, Gujarat - 807310",0
"H.No. 06 Goswami Marg, Behind School, Indore, Madhya Pradesh - 129712","H.No. 06 Goswami Marg, Behind School, Indore, Madhya Pradesh - 129712",0
"H.No. 66 Palla Nagar, Behind School, Bangalore, Karnataka - 172951","H.No. 66 Palla Nagar, Behind School, Bangalore, Karnataka - 172951",0
"53 Grover Street, Above Shop, Dehradun, Uttarakhand - 142135","53 Grover Street, Above Shop, Dehradun, Uttarakhand - 142135",0
"70, Saxena, Above Shop, Indore, Madhya Pradesh - 726179","70, Saxena, Above Shop, Indore, Madhya Pradesh - 726179",0
"905, Bhatia, Near Park, Jamshedpur, Jharkhand - 281553","905, Bhatia, Near Park, Jamshedpur, Jharkhand - 281553",0
"68/15 Narang Path, Behind School, Indore, Madhya Pradesh - 638344","68/15 Narang Path, Behind School, Indore, Madhya Pradesh - 638344",0
"H.No. 74 Pal Road, Above Shop, Hyderabad, Telangana - 519888","H.No. 74 Pal Road, Above Shop, Hyderabad, Telangana - 519888",0
"03/165, Kumer Circle, Behind School, Delhi, Delhi - 746978","03/165, Kumer Circle, Behind School, Delhi, Delhi - 746978",0
"24 Lata Road, Near Park, Jaipur, Rajasthan - 817269","24 Lata Road, Near Park, Jaipur, Rajasthan - 817269",0
"03/27, Dugar Path, Above Shop, Chennai, Tamil Nadu - 437192","03/27, Dugar Path, Above Shop, Chennai, Tamil Nadu - 437192",0
"91/028, Mangal Path, Above Shop, Mumbai, Maharashtra - 977654","91/028, Mangal Path, Above Shop, Mumbai, Maharashtra - 977654",0
"48/01, Padmanabhan Zila, Opposite Mall, Nagpur, Maharashtra - 169518","48/01, Padmanabhan Zila, Opposite Mall, Nagpur, Maharashtra - 169518",0
"95/780 Date Circle, Behind School, Varanasi, Uttar Pradesh - 686858","95/780 Circle, School, Varanasi, Uttar",1
"H.No. 220 Sidhu Road, Near Park, Lucknow, Uttar Pradesh - 691120","H.No. 220 Sidhu Road, Near Park, Lucknow, Uttar Pradesh - 691120",0
"43/11 Dhawan Zila, Above Shop, Coimbatore, Tamil Nadu - 598669","43/11 Dhawan Zila, Above Shop, Coimbatore, Tamil Nadu - 598669",0
"82/11 Oza Ganj, Opposite Mall, Coimbatore, Tamil Nadu - 762513","82/11 Oza Ganj, Mall, Tamil",1
"47/87, Bala, Behind School, Amritsar, Punjab - 269494","47/87, Bala, Behind School, Amritsar, Punjab - 269494",0
"88 Pillay Street, Opposite Mall, Mumbai, Maharashtra - 443822","88 Pillay Street, Opposite Mall, Mumbai, Maharashtra - 443822",0
"54/180, Dar Nagar, Above Shop, Shimla, Himachal Pradesh - 745125","54/180, Dar Nagar, Above Shop, Shimla, Himachal Pradesh - 745125",0
"H.No. 833 Bumb Zila, Behind School, Srinagar, Jammu & Kashmir - 325616","Zila, Behind School, Jammu & 325616",1
"67/10, Saini Path, Behind School, Guwahati, Assam - 281164","67/10, Saini Path, Behind School, Guwahati, Assam - 281164",0
"44 Mannan Ganj, Above Shop, Coimbatore, Tamil Nadu - 109864","44 Mannan Ganj, Above Shop, Coimbatore, Tamil Nadu - 109864",0
"41 Venkataraman Zila, Opposite Mall, Bangalore, Karnataka - 797030","41 Venkataraman Zila, Opposite Mall, Bangalore, Karnataka - 797030",0
"H.No. 37 Joshi Ganj, Near Park, Lucknow, Uttar Pradesh - 505237","H.No. 37 Near Park, Lucknow, Uttar",1
"H.No. 214, Ben Path, Above Shop, Coimbatore, Tamil Nadu - 575417","H.No. 214, Ben Path, Above Shop, Coimbatore, Tamil Nadu - 575417",0
"10/83 Kar Path, Above Shop, Mumbai, Maharashtra - 643976","10/83 Kar Path, Above Shop, Mumbai, Maharashtra - 643976",0
"32/709 Koshy Nagar, Behind School, Kochi, Kerala - 548176","Koshy Nagar, School, Kerala -",1
"H.No. 208 Mandal Street, Above Shop, Thiruvananthapuram, Kerala - 356025","H.No. 208 Mandal Street, Above Shop, Thiruvananthapuram, Kerala - 356025",0
"046 Bhattacharyya Zila, Behind School, Vijayawada, Andhra Pradesh - 510367","046 Bhattacharyya Zila, Behind School, Vijayawada, Andhra Pradesh - 510367",0
"44/518 Muni Zila, Opposite Mall, Kolkata, West Bengal - 213216","Opposite Mall, West - 213216",1
"H.No. 171 Nayar Ganj, Near Park, Pune, Maharashtra - 453120","H.No. 171 Nayar Ganj, Near Park, Pune, Maharashtra - 453120",0
"H.No. 757 Dhaliwal Road, Near Park, Kolkata, West Bengal - 096998","H.No. 757 Dhaliwal Road, Near Park, Kolkata, West Bengal - 096998",0
"35 Kothari Zila, Opposite Mall, Bhubaneswar, Odisha - 937562","35 Kothari Zila, Opposite Mall, Bhubaneswar, Odisha - 937562",0
"H.No. 95, Chawla Circle, Opposite Mall, Delhi, Delhi - 938937","H.No. 95, Chawla Circle, Opposite Mall, Delhi, Delhi - 938937",0
"06, Manne Chowk, Opposite Mall, Bhubaneswar, Odisha - 631163","06, Manne Chowk, Opposite Mall, Bhubaneswar, Odisha - 631163",0
"H.No. 87 Parikh Marg, Opposite Mall, Ahmedabad, Gujarat - 111017","H.No. 87 Parikh Marg, Opposite Mall, Ahmedabad, Gujarat - 111017",0
"57/547, Sant Path, Above Shop, Meerut, Uttar Pradesh - 798174","57/547, Sant Path, Above Shop, Meerut, Uttar Pradesh - 798174",0
"362, Kar Ganj, Near Park, Coimbatore, Tamil Nadu - 313141","362, Kar Ganj, Near Park, Coimbatore, Tamil Nadu - 313141",0
"H.No. 660, Sami Street, Above Shop, Kochi, Kerala - 277692","H.No. 660, Sami Street, Above Shop, Kochi, Kerala - 277692",0
"H.No. 951 Chadha Street, Near Park, Jaipur, Rajasthan - 394027","H.No. 951 Chadha Street, Near Park, Jaipur, Rajasthan - 394027",0
"84/74, Gara Path, Behind School, Jaipur, Rajasthan - 795520","84/74, Gara Path, Behind School, Jaipur, Rajasthan - 795520",0
"H.No. 19 Bansal Path, Above Shop, Aurangabad, Maharashtra - 684685","H.No. 19 Bansal Path, Above Shop, Aurangabad, Maharashtra - 684685",0
"H.No. 786 Mishra Road, Near Park, Delhi, Delhi - 354197","H.No. 786 Mishra Road, Near Park, Delhi, Delhi - 354197",0
"50/31, Biswas, Near Park, Nagpur, Maharashtra - 486452","50/31, Biswas, Near Park, Nagpur, Maharashtra - 486452",0
"02/21, Ratti Chowk, Near Park, Ludhiana, Punjab - 199039","02/21, Ratti Chowk, Near Park, Ludhiana, Punjab - 199039",0
"852 Swamy Zila, Behind School, Meerut, Uttar Pradesh - 866979","852 Swamy Zila, Behind School, Meerut, Uttar Pradesh - 866979",0
"03/70, Bal Marg, Behind School, Vijayawada, Andhra Pradesh - 998906","03/70, Bal Marg, Behind School, Vijayawada, Andhra Pradesh - 998906",0
"H.No. 52 Sibal Street, Near Park, Chennai, Tamil Nadu - 494216","H.No. 52 Sibal Street, Near Park, Chennai, Tamil Nadu - 494216",0
"65/708, Mannan Road, Opposite Mall, Meerut, Uttar Pradesh - 120664","65/708, Mannan Road, Opposite Mall, Meerut, Uttar Pradesh - 120664",0
"62/76 Mohan Nagar, Opposite Mall, Thiruvananthapuram, Kerala - 835345","62/76 Mohan Nagar, Opposite Mall, Thiruvananthapuram, Kerala - 835345",0
"H.No. 910 Majumdar Zila, Near Park, Mumbai, Maharashtra - 360245","H.No. 910 Majumdar Zila, Near Park, Mumbai, Maharashtra - 360245",0
"H.No. 03, Ram Zila, Above Shop, Aurangabad, Maharashtra - 546616","H.No. 03, Ram Zila, Above Shop, Aurangabad, Maharashtra - 546616",0
"471, Misra Path, Opposite Mall, Vijayawada, Andhra Pradesh - 633997","471, Misra Path, Opposite Mall, Vijayawada, Andhra Pradesh - 633997",0
"96, Solanki Nagar, Behind School, Vizag, Andhra Pradesh - 176432","96, Solanki Nagar, Behind School, Vizag, Andhra Pradesh - 176432",0
"93 Doctor Path, Opposite Mall, Shimla, Himachal Pradesh - 865762","93 Doctor Path, Opposite Mall, Shimla, Himachal Pradesh - 865762",0
"H.No. 316 Mammen Marg, Near Park, Guwahati, Assam - 984423","H.No. 316 Mammen Marg, Near Park, Guwahati, Assam - 984423",0
"22, Mandal Chowk, Opposite Mall, Vizag, Andhra Pradesh - 028795","Chowk, Mall, Vizag, Andhra -",1
"H.No. 581, Saran Circle, Behind School, Patna, Bihar - 235108",H.No. Saran Behind - 235108,1
"752 Upadhyay Street, Near Park, Raipur, Chhattisgarh - 467104","752 Upadhyay Street, Near Park, Raipur, Chhattisgarh - 467104",0
"01/515 Kar Nagar, Near Park, Aurangabad, Maharashtra - 603447","01/515 Kar Nagar, Near Park, Aurangabad, Maharashtra - 603447",0
"15/378, Tripathi Marg, Opposite Mall, Bangalore, Karnataka - 739445","15/378, Tripathi Marg, Opposite Mall, Bangalore, Karnataka - 739445",0
"H.No. 264 Dash Zila, Behind School, Pune, Maharashtra - 567466","Dash Zila, Pune, - 567466",1
"H.No. 862, Dutta Nagar, Behind School, Shimla, Himachal Pradesh - 820278","H.No. 862, Dutta Nagar, Behind School, Shimla, Himachal Pradesh - 820278",0
